Edad,Genero_Cod,Numero_Inasistencias,Animacion_Lectura_Cod,Anio_Escolar_Cod,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Promedio_Anual,Promedio_5CAT
17,1,8,6,3,0.0,0,6,5,4,5.95,C
15,1,6,8,2,72.0,0,6,5,0,6.87,B
14,1,5,8,1,96.0,1,9,8,1,5.63,C
14,1,7,1,1,0.0,0,8,9,2,6.18,B
15,1,8,5,2,70.0,0,5,6,0,6.76,B
16,0,9,5,3,0.0,0,10,8,2,6.21,B
15,0,5,9,1,0.0,0,8,5,2,7.63,B
18,0,12,4,5,0.0,0,7,6,5,5.94,C
13,1,5,7,0,61.0,2,4,6,3,5.02,C
17,1,9,1,4,0.0,0,6,9,4,5.25,C
14,0,4,6,0,63.0,0,9,8,3,6.37,B
14,1,5,6,1,0.0,1,7,8,2,6.56,B
14,1,5,9,1,0.0,0,3,6,2,7.17,B
15,1,6,6,1,0.0,0,3,6,3,1.06,E
17,1,7,8,3,0.0,0,7,9,3,8.27,A
18,1,9,9,4,0.0,0,7,3,3,7.44,B
13,1,4,7,0,0.0,0,6,8,2,6.51,B
14,0,6,4,1,61.0,1,8,6,3,5.07,C
15,0,8,7,2,0.0,0,10,7,2,9.88,A
17,0,9,6,4,0.0,0,6,8,5,6.24,B
19,0,12,4,5,0.0,1,8,10,3,6.16,B
13,1,5,7,0,0.0,0,7,5,1,5.53,C
13,1,4,6,0,0.0,1,7,4,2,5.79,C
16,1,8,6,3,0.0,0,5,7,4,6.4,B
14,0,5,7,0,0.0,0,7,10,4,6.27,B
15,1,8,7,2,81.0,0,6,4,1,5.97,C
16,1,8,7,3,0.0,1,8,4,3,5.36,C
13,1,4,7,0,99.0,1,6,9,3,6.54,B
14,1,5,4,0,0.0,1,5,8,0,4.86,C
14,0,7,6,1,98.0,0,4,8,1,6.1,B
15,0,7,5,2,0.0,1,8,10,2,6.61,B
13,0,6,6,0,72.0,2,8,4,1,5.95,C
16,0,9,7,2,0.0,1,5,5,3,6.32,B
14,1,6,6,0,0.0,1,9,3,1,5.77,C
15,1,7,6,2,0.0,0,7,4,0,6.26,B
17,1,9,6,3,0.0,0,8,8,2,7.13,B
13,1,5,10,0,82.0,1,4,8,0,6.33,B
14,1,6,8,1,0.0,1,3,8,1,7.32,B
16,1,7,6,2,65.0,1,7,7,3,5.65,C
18,1,9,7,4,0.0,1,6,2,4,7.69,B
15,1,6,7,1,0.0,0,5,5,3,5.13,C
16,1,8,6,2,79.0,0,8,6,3,6.85,B
19,1,11,2,5,0.0,0,6,7,3,6.97,B
14,0,5,5,1,0.0,0,8,3,4,6.92,B
14,0,7,6,1,0.0,0,7,8,3,5.94,C
14,1,4,8,0,86.0,0,9,1,3,5.12,C
14,1,7,7,1,51.0,1,6,9,0,6.66,B
13,0,5,5,0,94.0,0,10,6,2,7.45,B
13,0,6,8,0,73.0,0,6,6,3,5.68,C
15,1,7,6,2,90.0,1,10,7,2,7.99,B
16,1,6,10,2,0.0,1,5,10,0,6.53,B
13,0,4,7,0,58.0,0,7,10,2,7.47,B
13,0,6,8,0,0.0,0,5,5,3,5.9,C
16,0,7,7,2,80.0,0,7,6,1,5.6,C
16,1,9,7,3,0.0,0,9,5,3,6.44,B
16,1,8,7,3,0.0,2,7,5,2,7.41,B
17,0,7,6,3,0.0,0,9,8,3,6.7,B
15,1,5,7,1,0.0,0,7,5,1,5.15,C
16,0,7,7,2,0.0,2,6,9,2,6.93,B
15,1,7,3,2,0.0,0,6,6,3,4.48,C
14,1,6,6,1,0.0,1,5,8,1,6.05,B
13,1,5,6,0,0.0,0,9,4,0,5.43,C
15,0,9,4,2,0.0,0,8,5,2,7.25,B
15,0,9,4,2,0.0,2,8,5,1,4.64,C
16,0,7,3,3,0.0,1,10,8,3,5.91,C
13,1,5,3,0,0.0,0,8,2,2,4.42,C
13,1,5,7,0,0.0,2,8,6,2,5.16,C
14,1,5,7,1,0.0,0,6,10,0,7.67,B
13,1,5,6,0,63.0,0,5,6,0,6.31,B
17,0,11,6,4,0.0,0,9,6,5,7.5,B
17,1,8,7,4,0.0,0,7,8,3,7.51,B
13,0,6,7,0,63.0,0,4,5,2,6.29,B
15,1,6,5,1,0.0,0,4,8,2,5.9,C
15,1,5,3,1,53.0,0,3,9,1,6.9,B
14,1,4,8,0,69.0,1,10,7,1,6.97,B
17,1,8,7,3,0.0,0,7,9,2,7.44,B
15,1,7,7,1,0.0,0,10,7,1,5.94,C
18,1,10,7,4,0.0,0,8,5,1,7.22,B
14,1,7,6,1,0.0,0,8,10,0,5.95,C
18,1,8,6,4,81.0,0,5,6,4,6.58,B
15,1,5,5,1,0.0,0,8,7,2,7.88,B
13,1,4,1,0,64.0,0,7,9,0,5.78,C
13,1,6,8,0,0.0,1,8,8,3,6.38,B
13,1,5,5,0,64.0,0,5,8,2,4.84,C
18,0,10,4,5,0.0,0,7,6,4,7.59,B
18,1,9,7,4,0.0,0,8,6,2,7.32,B
14,1,6,7,1,0.0,0,5,7,0,6.16,B
13,1,5,7,0,55.0,1,6,7,3,6.34,B
15,0,6,4,1,97.0,0,8,4,2,7.59,B
17,0,11,8,4,0.0,0,8,9,3,9.7,A
15,1,6,6,2,64.0,0,10,3,2,7.76,B
14,1,7,5,1,97.0,1,6,7,2,6.16,B
15,1,8,5,2,0.0,2,5,6,0,5.19,C
16,1,7,6,3,0.0,0,5,7,2,6.33,B
14,1,6,8,0,0.0,0,6,6,3,6.49,B
15,1,5,5,1,0.0,1,3,8,1,4.25,C
16,1,7,7,3,0.0,0,10,6,4,7.95,B
15,0,8,7,2,66.0,0,5,6,3,6.19,B
17,1,9,7,4,0.0,0,7,7,3,7.15,B
14,1,5,7,1,0.0,0,6,7,0,5.49,C
14,1,6,1,1,0.0,0,7,7,3,6.64,B
16,0,9,2,3,72.0,0,8,7,3,7.56,B
14,0,5,8,1,0.0,0,8,3,2,6.22,B
15,0,8,7,1,0.0,1,6,7,1,5.27,C
16,1,8,8,3,95.0,2,6,7,2,5.76,C
14,1,5,7,0,66.0,1,5,8,1,6.34,B
15,1,6,3,1,0.0,2,4,4,0,4.61,C
15,1,6,6,2,0.0,1,8,5,0,5.28,C
14,1,5,7,1,0.0,0,6,6,3,7.61,B
16,1,7,5,2,0.0,1,7,2,0,4.96,C
13,0,7,6,0,78.0,1,10,7,2,5.79,C
13,1,4,3,0,60.0,0,5,5,3,6.29,B
14,1,6,5,1,0.0,1,6,4,1,5.64,C
17,1,9,6,4,0.0,0,8,4,3,6.76,B
14,1,5,7,1,0.0,0,6,7,2,7.67,B
15,1,7,8,1,53.0,1,7,5,0,6.21,B
15,1,6,8,2,0.0,0,7,7,0,6.04,B
14,1,7,5,1,0.0,2,9,5,2,5.67,C
15,1,7,3,2,0.0,1,9,8,2,5.37,C
15,0,9,5,2,64.0,0,7,6,1,5.7,C
14,1,6,7,1,0.0,0,5,6,1,6.6,B
19,1,10,5,5,0.0,0,5,9,3,7.61,B
16,0,9,6,3,0.0,1,5,7,5,5.77,C
15,1,6,9,2,0.0,1,8,6,2,7.21,B
18,1,8,3,4,0.0,0,1,8,3,4.8,C
13,1,4,8,0,0.0,0,7,8,3,7.46,B
13,1,5,3,0,0.0,0,6,6,0,6.2,B
16,1,7,7,3,0.0,0,7,5,1,6.53,B
13,1,5,7,0,89.0,0,6,8,1,6.48,B
14,1,5,5,1,0.0,0,3,3,0,5.81,C
17,1,7,8,3,0.0,0,7,6,1,7.17,B
14,0,6,6,1,95.0,0,7,7,4,7.02,B
14,1,6,6,1,0.0,0,6,9,1,7.63,B
15,1,7,9,1,91.0,1,7,4,2,6.46,B
14,1,5,8,1,0.0,0,7,7,1,9.47,A
14,1,5,5,0,0.0,1,8,6,1,6.16,B
16,1,7,8,2,99.0,0,9,9,0,9.1,A
13,0,6,5,0,86.0,2,8,7,1,5.13,C
14,1,7,5,1,0.0,0,8,9,2,7.71,B
16,1,8,4,2,0.0,2,6,3,3,6.12,B
15,1,6,6,2,94.0,0,8,6,0,6.65,B
14,0,6,6,1,0.0,0,5,6,4,5.31,C
17,1,10,8,4,0.0,0,8,10,4,7.17,B
15,1,6,6,1,0.0,0,3,9,0,6.65,B
14,1,5,7,0,0.0,2,7,5,1,4.98,C
16,1,9,8,3,0.0,0,10,7,1,6.77,B
13,1,5,7,0,71.0,1,5,5,1,5.39,C
14,0,4,6,0,71.0,1,6,10,4,6.64,B
17,1,9,8,3,0.0,0,7,5,2,7.38,B
17,1,9,8,4,0.0,1,6,5,2,6.32,B
15,1,6,7,1,0.0,0,6,3,2,5.18,C
13,0,4,6,0,75.0,0,3,6,4,6.04,B
15,1,6,5,2,0.0,0,8,5,2,5.97,C
15,1,6,5,2,0.0,0,7,6,0,6.19,B
16,1,8,7,3,0.0,0,5,7,1,6.87,B
16,1,9,8,3,0.0,0,5,6,4,5.72,C
13,0,6,9,0,0.0,0,9,7,4,6.43,B
13,1,5,7,0,0.0,0,5,9,1,6.92,B
13,0,6,7,0,79.0,2,5,10,3,6.51,B
14,1,5,7,1,0.0,0,8,4,0,5.91,C
17,1,8,6,3,0.0,0,7,8,2,6.7,B
14,1,7,5,1,0.0,1,6,8,3,8.0,B
15,0,8,9,2,55.0,2,7,8,4,6.02,B
15,1,5,7,1,0.0,0,10,5,0,5.85,C
13,1,4,6,0,0.0,0,5,5,1,5.41,C
13,0,5,10,0,0.0,0,4,10,4,9.99,A
18,1,9,6,4,0.0,0,9,3,3,7.77,B
13,0,5,4,0,85.0,0,7,6,4,5.44,C
13,1,5,6,0,0.0,1,4,3,3,4.6,C
14,0,6,6,1,0.0,0,7,10,1,5.92,C
16,1,8,8,3,0.0,1,8,2,3,5.92,C
14,0,8,5,1,81.0,0,7,9,4,7.0,B
16,0,10,1,3,0.0,1,8,6,5,5.6,C
15,1,7,6,2,0.0,0,5,5,0,5.48,C
14,1,7,6,1,51.0,1,6,7,2,5.56,C
15,1,5,8,1,0.0,0,9,5,1,5.15,C
15,1,6,6,1,0.0,0,7,10,2,6.36,B
14,0,6,8,0,55.0,0,8,5,2,5.85,C
17,1,8,6,3,0.0,0,5,2,1,5.74,C
13,0,5,5,0,95.0,0,6,5,4,6.04,B
18,1,10,6,5,0.0,0,8,9,2,6.46,B
13,1,4,5,0,79.0,2,9,7,0,6.24,B
14,1,6,7,1,0.0,0,7,3,3,6.18,B
14,1,4,7,0,65.0,1,2,4,2,5.25,C
15,0,8,2,2,85.0,0,7,3,3,6.09,B
13,1,4,8,0,74.0,0,8,7,0,6.34,B
17,0,8,8,3,0.0,1,6,8,3,6.54,B
15,1,5,7,1,99.0,1,9,5,0,7.65,B
16,1,7,1,2,0.0,0,7,8,1,5.9,C
16,0,9,4,3,0.0,2,4,4,4,4.84,C
14,1,7,2,1,0.0,0,8,8,2,7.45,B
13,0,6,7,0,83.0,0,6,8,4,6.18,B
17,0,9,4,3,0.0,0,7,7,4,7.02,B
18,1,10,7,5,0.0,1,1,5,3,4.76,C
14,0,6,8,1,91.0,2,7,7,3,5.89,C
13,1,5,7,0,0.0,0,7,8,2,6.62,B
14,0,5,6,0,91.0,0,6,7,4,6.84,B
14,1,6,8,1,0.0,0,6,7,1,7.64,B
16,1,7,6,2,92.0,1,9,4,2,7.04,B
14,1,7,8,1,0.0,0,6,5,0,5.88,C
15,1,6,8,1,0.0,0,4,7,1,6.71,B
16,0,6,6,2,64.0,0,5,7,3,6.24,B
15,1,7,5,2,0.0,1,8,5,2,7.04,B
15,1,7,6,2,80.0,0,4,7,0,6.57,B
14,0,7,8,1,62.0,1,8,7,1,7.19,B
14,1,6,8,1,0.0,1,7,7,1,6.67,B
17,1,10,1,4,0.0,1,6,3,4,4.55,C
15,1,6,4,1,99.0,0,7,6,0,6.14,B
16,0,9,7,3,0.0,0,3,8,2,5.63,C
13,1,4,4,0,0.0,0,5,2,1,4.39,C
15,0,6,6,2,0.0,0,7,3,2,5.84,C
14,0,5,6,0,75.0,1,7,7,4,6.5,B
14,1,4,8,0,0.0,0,5,8,2,6.74,B
14,1,5,8,0,0.0,1,6,8,0,7.21,B
16,1,6,7,2,64.0,0,6,7,2,6.47,B
14,1,5,5,0,60.0,1,9,8,0,7.24,B
15,0,8,7,1,0.0,0,5,9,3,5.78,C
15,1,7,5,2,0.0,1,6,4,2,6.06,B
17,0,8,7,4,0.0,0,8,6,3,6.42,B
14,1,5,6,1,87.0,1,4,3,1,5.29,C
13,1,5,8,0,0.0,0,6,9,0,7.07,B
16,0,6,7,2,0.0,0,6,8,1,6.65,B
13,0,5,5,0,74.0,0,7,6,1,7.87,B
15,1,6,7,2,69.0,0,7,5,3,8.71,A
15,1,7,5,2,0.0,0,7,6,3,6.41,B
14,1,4,6,0,68.0,0,6,7,0,5.91,C
16,1,9,7,3,0.0,1,6,7,2,6.9,B
13,1,5,5,0,0.0,1,7,3,0,6.08,B
13,1,6,6,0,0.0,1,6,5,2,5.77,C
15,0,8,9,2,0.0,0,3,6,1,6.0,C
18,1,9,5,4,0.0,2,9,4,2,6.16,B
13,1,5,5,0,66.0,1,3,6,1,5.81,C
15,1,7,10,2,0.0,0,8,6,1,7.19,B
15,0,8,10,2,70.0,1,9,9,4,9.3,A
14,1,6,7,1,0.0,2,7,6,1,6.13,B
17,1,9,7,4,0.0,0,5,5,1,6.07,B
16,0,7,8,3,0.0,1,10,7,5,7.95,B
15,1,8,5,2,0.0,0,5,7,3,7.07,B
14,0,5,3,1,94.0,1,8,5,1,5.17,C
13,1,5,7,0,0.0,1,3,8,1,5.9,C
13,1,5,5,0,0.0,1,3,6,1,5.59,C
15,0,7,1,2,78.0,1,9,6,1,6.44,B
16,0,10,7,3,0.0,0,6,5,3,5.34,C
14,1,4,8,0,0.0,1,7,6,3,6.32,B
15,1,7,6,2,92.0,1,8,6,3,6.99,B
13,1,4,5,0,82.0,0,7,7,3,6.9,B
17,1,9,7,4,0.0,1,5,4,3,6.14,B
16,0,7,6,2,85.0,0,5,5,4,6.23,B
14,1,6,5,1,0.0,0,9,10,0,7.07,B
14,0,6,8,1,81.0,2,5,9,1,5.13,C
16,1,6,7,2,0.0,2,7,8,0,7.58,B
14,1,5,7,0,82.0,1,7,8,1,6.76,B
13,0,4,3,0,0.0,0,5,6,2,5.14,C
15,1,6,8,1,0.0,2,5,7,2,5.12,C
15,1,6,5,2,98.0,0,1,7,1,5.7,C
17,0,9,7,3,0.0,0,4,7,4,4.47,C
13,1,5,7,0,0.0,2,5,6,3,5.35,C
13,1,5,6,0,0.0,0,2,7,1,5.65,C
13,1,5,7,0,79.0,1,10,4,1,6.8,B
14,0,8,9,1,0.0,0,6,7,1,6.49,B
19,0,12,5,5,0.0,1,7,5,3,5.96,C
15,1,6,7,1,0.0,2,7,5,3,6.13,B
15,1,5,7,1,0.0,0,9,6,1,6.55,B
15,0,7,9,2,92.0,0,6,5,3,7.54,B
16,1,6,7,2,0.0,1,7,7,2,6.28,B
16,1,8,5,3,0.0,1,8,5,2,5.93,C
14,1,5,7,0,0.0,0,5,8,2,6.78,B
18,0,8,9,4,0.0,0,5,6,3,6.89,B
14,0,5,5,0,93.0,2,7,5,3,5.67,C
14,0,6,10,0,0.0,0,4,8,3,6.01,B
17,1,9,7,4,0.0,0,6,6,4,8.06,A
13,1,6,5,0,50.0,0,7,6,0,5.18,C
16,1,6,5,2,62.0,0,6,10,2,6.42,B
14,0,5,8,1,0.0,0,6,8,3,7.24,B
16,1,8,3,3,0.0,0,4,9,4,5.44,C
18,1,8,8,4,0.0,1,6,7,4,6.31,B
15,1,6,5,1,0.0,0,8,8,0,5.77,C
15,1,7,7,2,0.0,0,7,1,0,5.72,C
15,1,8,5,2,0.0,1,4,6,1,5.38,C
14,1,5,8,0,0.0,0,8,8,1,7.01,B
15,1,6,6,2,0.0,1,7,6,1,6.83,B
13,1,6,7,0,0.0,0,7,1,0,5.34,C
16,1,8,6,2,0.0,2,7,5,1,5.28,C
14,0,5,8,1,71.0,0,6,5,4,6.76,B
17,0,10,4,4,0.0,0,4,5,2,6.3,B
18,1,10,8,4,0.0,1,9,10,4,8.33,A
16,1,8,8,3,0.0,0,8,10,3,6.46,B
15,1,7,7,2,0.0,0,9,4,1,6.13,B
17,1,9,6,3,0.0,2,8,4,1,7.0,B
16,1,9,4,3,0.0,0,10,10,3,6.52,B
13,1,6,4,0,85.0,0,3,5,0,5.28,C
13,0,6,3,0,0.0,1,6,4,2,3.51,D
13,0,4,6,0,74.0,0,8,4,3,7.69,B
15,0,7,8,1,82.0,0,5,3,4,5.88,C
15,1,7,3,2,0.0,0,7,4,0,6.46,B
14,1,4,9,0,0.0,0,7,6,0,6.71,B
15,1,7,6,1,0.0,1,8,4,0,6.99,B
16,1,8,8,2,0.0,1,8,7,0,6.37,B
17,1,9,7,4,0.0,2,7,2,3,6.76,B
14,1,5,5,1,61.0,0,6,6,2,7.2,B
13,1,6,8,0,0.0,1,8,4,3,7.44,B
14,1,6,8,1,51.0,0,8,5,3,7.91,B
15,1,6,3,1,0.0,0,8,1,0,5.55,C
13,0,7,4,0,0.0,0,6,2,1,4.74,C
14,1,4,9,0,68.0,0,7,8,3,6.72,B
16,1,7,4,3,0.0,0,10,1,2,5.83,C
15,1,7,6,1,0.0,1,6,7,1,5.91,C
16,1,8,5,3,57.0,0,8,5,1,6.04,B
19,1,9,6,5,69.0,0,8,7,2,7.24,B
14,1,7,2,1,0.0,1,8,8,1,6.71,B
16,1,8,5,3,0.0,0,1,7,2,6.28,B
16,1,7,5,2,0.0,2,7,7,3,6.01,B
13,1,5,10,0,0.0,0,7,7,0,6.6,B
13,1,6,6,0,0.0,0,4,8,2,6.99,B
16,1,7,2,2,56.0,0,7,2,2,6.73,B
17,0,10,3,4,0.0,1,7,8,4,5.34,C
15,1,5,8,1,86.0,0,6,4,2,7.53,B
13,1,5,9,0,0.0,1,6,8,1,6.11,B
17,1,9,4,4,0.0,0,7,6,2,6.29,B
18,1,11,4,5,0.0,1,5,7,4,6.54,B
18,1,10,2,5,0.0,2,6,4,2,6.67,B
16,1,9,7,3,0.0,0,6,5,2,6.62,B
14,1,6,6,1,96.0,1,4,8,0,6.88,B
18,1,9,8,4,0.0,0,8,7,2,6.64,B
15,0,8,7,2,84.0,0,6,7,4,6.19,B
13,1,5,9,0,0.0,0,8,5,2,6.94,B
17,1,8,1,3,0.0,0,6,3,4,7.32,B
16,1,8,6,3,0.0,0,9,5,2,6.07,B
13,1,5,5,0,61.0,1,8,9,1,6.82,B
15,0,6,8,2,0.0,0,7,6,4,6.74,B
15,0,7,9,2,0.0,1,6,8,2,6.97,B
14,1,5,4,0,74.0,1,5,5,3,5.78,C
14,1,7,7,1,97.0,1,6,6,2,6.54,B
15,1,7,10,2,0.0,0,8,8,2,7.56,B
18,1,10,4,4,0.0,0,6,5,4,5.78,C
15,0,7,6,2,72.0,0,5,1,4,6.27,B
13,0,6,10,0,60.0,1,6,5,2,6.17,B
16,1,7,9,3,0.0,0,6,9,2,6.62,B
15,1,6,8,1,0.0,1,6,7,1,6.76,B
14,1,4,8,0,80.0,0,5,5,3,5.09,C
16,0,7,5,2,0.0,0,5,9,1,5.76,C
16,1,7,7,3,0.0,0,6,8,2,7.01,B
14,1,6,5,1,53.0,0,8,7,1,6.9,B
15,1,5,6,1,0.0,0,7,6,2,5.76,C
13,1,6,3,0,0.0,0,5,7,3,4.73,C
13,1,4,8,0,0.0,0,5,3,1,5.26,C
15,0,7,7,2,96.0,0,7,6,3,9.1,A
18,1,11,8,5,0.0,0,6,3,4,6.64,B
14,1,6,8,1,0.0,0,8,4,3,6.01,B
17,1,9,4,4,0.0,0,6,7,4,6.27,B
14,1,5,6,1,0.0,0,6,5,0,5.28,C
16,1,6,6,2,99.0,1,7,8,3,7.51,B
19,0,12,4,5,0.0,1,10,4,5,7.37,B
16,1,8,1,3,0.0,2,8,5,1,6.17,B
17,1,10,6,4,0.0,0,5,7,2,6.64,B
14,1,6,10,0,66.0,1,5,8,1,6.37,B
14,1,5,7,0,83.0,1,1,10,0,5.25,C
15,1,7,5,2,0.0,2,7,1,0,4.47,C
18,0,11,7,4,0.0,0,10,4,4,7.36,B
16,1,9,3,3,0.0,0,7,10,3,6.99,B
13,1,5,7,0,0.0,0,2,6,3,1.08,E
14,0,7,9,0,80.0,0,9,6,3,8.21,A
15,1,5,6,1,0.0,2,3,7,0,4.36,C
16,0,10,2,3,0.0,0,7,6,3,6.69,B
18,1,9,3,4,0.0,1,8,8,3,6.51,B
16,1,7,8,2,60.0,0,4,1,3,5.7,C
15,1,7,8,2,55.0,2,8,6,0,5.59,C
19,1,10,6,5,0.0,0,8,10,4,7.01,B
16,1,7,9,2,95.0,1,3,7,0,6.81,B
15,1,6,7,2,92.0,0,8,9,2,9.24,A
15,0,8,6,1,64.0,0,6,7,2,6.92,B
14,1,5,8,0,60.0,0,6,5,0,6.07,B
16,1,7,8,2,0.0,0,10,6,3,7.99,B
14,1,4,3,0,97.0,0,10,7,0,7.08,B
15,1,7,8,1,0.0,0,9,7,2,6.91,B
19,1,9,5,5,0.0,0,5,6,4,6.52,B
13,1,6,8,0,0.0,0,5,7,1,9.74,A
16,1,8,5,3,0.0,1,7,6,3,6.48,B
19,1,10,6,5,84.0,0,8,6,3,7.26,B
13,1,4,6,0,0.0,1,6,6,2,4.81,C
14,1,5,6,0,0.0,0,7,6,3,6.15,B
18,1,11,7,5,0.0,1,5,4,2,6.24,B
14,1,6,4,1,0.0,0,8,4,2,5.98,C
13,1,6,7,0,0.0,0,6,8,1,5.7,C
18,1,10,5,5,0.0,0,7,7,1,8.55,A
14,0,7,6,1,72.0,0,7,9,2,5.47,C
17,1,9,10,4,0.0,0,8,4,2,7.08,B
13,1,4,7,0,64.0,1,5,8,1,4.48,C
16,1,7,4,3,0.0,1,5,8,1,6.43,B
16,1,6,10,2,98.0,1,8,1,0,7.28,B
16,1,9,8,3,81.0,0,7,7,2,8.22,A
14,1,4,6,0,0.0,2,6,8,0,6.6,B
13,1,5,8,0,0.0,1,9,8,2,6.28,B
17,1,8,7,4,0.0,0,3,8,4,6.86,B
13,1,4,7,0,74.0,0,7,7,0,7.45,B
16,1,9,6,3,0.0,1,6,4,2,6.45,B
17,0,9,6,3,0.0,0,6,7,4,6.02,B
13,0,4,7,0,0.0,1,7,2,4,2.89,D
13,0,6,4,0,0.0,2,7,7,3,5.7,C
15,0,6,6,1,0.0,0,8,7,2,7.51,B
13,1,6,6,0,0.0,1,7,7,3,5.95,C
14,0,4,7,0,80.0,1,6,6,1,6.79,B
15,1,6,6,1,100.0,0,6,2,3,7.49,B
15,0,7,7,2,56.0,0,4,4,2,6.01,B
15,1,6,6,1,0.0,1,5,8,3,6.35,B
16,0,9,7,3,0.0,2,8,8,4,5.42,C
18,0,10,8,5,0.0,1,8,8,2,6.96,B
13,1,5,5,0,86.0,2,8,8,1,5.45,C
13,1,5,6,0,0.0,1,9,7,0,6.61,B
13,1,6,5,0,90.0,0,8,7,1,6.66,B
17,1,9,5,3,0.0,1,4,3,1,6.51,B
14,0,6,9,1,70.0,1,5,6,3,6.23,B
18,1,10,8,4,0.0,1,7,8,3,7.33,B
16,0,9,8,2,0.0,1,8,8,4,5.95,C
14,1,6,6,1,0.0,0,2,5,1,5.46,C
15,0,7,8,1,0.0,0,8,6,1,4.6,C
14,1,5,8,1,0.0,1,6,7,0,6.63,B
15,0,6,7,1,51.0,0,6,8,4,7.04,B
13,1,4,8,0,55.0,0,2,8,3,5.46,C
17,1,9,8,4,0.0,1,6,4,2,6.36,B
13,0,5,10,0,92.0,0,5,6,3,7.06,B
15,0,8,8,2,78.0,0,9,8,2,7.94,B
19,1,10,7,5,0.0,0,6,7,4,7.27,B
18,1,10,6,5,0.0,0,5,4,4,6.04,B
13,1,6,6,0,0.0,0,8,7,2,5.71,C
13,1,5,4,0,0.0,1,7,6,2,6.28,B
18,0,9,8,4,0.0,1,7,8,4,6.28,B
15,0,5,5,1,94.0,0,7,7,4,6.25,B
13,1,5,7,0,100.0,1,6,6,0,6.39,B
17,1,8,4,3,0.0,1,2,7,4,6.07,B
16,1,8,5,2,74.0,0,2,8,1,6.04,B
19,1,11,5,5,0.0,1,6,2,3,5.41,C
15,1,8,6,2,62.0,1,8,6,0,5.79,C
16,0,8,5,2,0.0,1,6,8,4,5.1,C
14,1,6,5,1,0.0,0,6,7,2,4.49,C
15,0,8,5,2,0.0,1,4,6,1,5.04,C
14,1,6,10,1,0.0,1,6,5,1,6.3,B
14,0,5,7,0,64.0,0,7,2,1,6.85,B
13,0,5,4,0,0.0,0,5,5,3,5.32,C
13,0,6,8,0,100.0,0,9,8,1,7.6,B
14,1,7,5,1,0.0,0,8,4,0,4.13,C
16,0,7,9,3,0.0,1,9,5,4,7.67,B
13,1,4,5,0,0.0,0,7,5,3,5.99,C
15,1,6,8,1,0.0,0,8,7,1,7.56,B
14,1,4,10,0,0.0,1,8,9,3,7.69,B
13,1,4,6,0,90.0,0,8,8,0,6.35,B
13,1,6,10,0,0.0,0,6,6,2,7.76,B
13,0,7,2,0,63.0,0,6,1,1,4.84,C
13,1,5,7,0,0.0,0,1,7,2,4.71,C
13,1,5,5,0,0.0,2,4,5,0,4.97,C
18,0,9,5,4,0.0,1,5,6,3,6.59,B
14,1,5,9,1,81.0,1,10,7,0,7.35,B
15,1,7,6,2,0.0,1,5,6,1,5.57,C
14,0,5,9,1,81.0,0,1,4,2,5.41,C
14,1,6,7,1,0.0,0,4,7,0,7.22,B
14,1,6,5,1,66.0,1,2,5,0,5.77,C
17,0,10,6,4,0.0,0,4,2,5,5.63,C
13,1,6,7,0,70.0,0,4,5,3,5.88,C
15,1,6,7,2,0.0,0,4,7,3,7.46,B
15,0,7,7,1,0.0,2,5,3,4,3.66,D
14,1,5,8,1,0.0,1,6,8,0,5.42,C
15,1,6,6,1,0.0,0,7,8,2,8.89,A
16,0,9,8,2,0.0,0,1,4,4,5.26,C
15,1,7,8,1,0.0,0,7,9,1,6.22,B
16,1,8,1,3,0.0,2,7,1,3,5.09,C
17,1,7,5,3,0.0,0,6,6,1,6.45,B
14,1,5,8,1,0.0,0,6,8,0,7.64,B
13,0,5,5,0,0.0,0,5,6,4,5.73,C
15,1,6,6,1,0.0,1,8,1,0,6.55,B
14,1,4,4,0,50.0,0,8,5,1,6.97,B
16,0,7,5,2,0.0,0,3,7,3,5.53,C
13,1,5,10,0,0.0,2,6,6,2,5.24,C
15,1,6,7,1,69.0,0,6,9,0,6.8,B
18,1,8,6,4,84.0,0,6,10,4,7.87,B
14,1,5,1,0,0.0,0,8,8,3,6.76,B
16,1,8,7,2,0.0,0,3,7,3,7.22,B
13,1,5,3,0,0.0,1,4,6,1,3.02,D
15,1,7,5,1,0.0,0,7,8,1,6.46,B
15,1,7,8,2,0.0,0,6,7,2,6.16,B
14,0,7,6,1,98.0,0,6,5,4,5.96,C
14,1,5,6,0,74.0,0,5,5,2,7.42,B
15,1,7,6,2,68.0,0,6,5,0,5.94,C
13,1,5,6,0,0.0,1,10,3,1,7.22,B
15,1,6,3,1,85.0,2,6,7,1,1.85,E
13,0,5,7,0,66.0,1,6,10,3,6.42,B
13,1,4,5,0,0.0,0,4,3,3,4.65,C
15,0,5,5,1,0.0,2,5,7,3,5.01,C
18,0,12,6,5,0.0,0,8,5,2,6.95,B
16,1,8,7,3,0.0,1,7,7,1,7.35,B
15,0,7,8,2,76.0,1,7,1,1,6.47,B
15,1,8,8,2,53.0,1,9,6,2,7.76,B
14,0,5,9,0,70.0,0,8,1,2,5.58,C
16,1,8,7,3,0.0,1,6,7,2,6.89,B
16,1,8,6,3,0.0,0,10,8,2,5.94,C
