Promedio_Anual,Calificacion_Cualitativa,Edad,Genero,Anio_Escolar,Periodo_Lectivo,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral,Animacion_Lectura,Orientacion_Vocacional,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado,Uso_Comedor_Estudiantil,Acceso_Recursos_Tecnologicos,Participacion_Eventos_Culturales,Estrato_Socioeconomico,Categoria_Rendimiento
6.29,C+,14,Masculino,Noveno,2023-2024,7,0,0,A-,D-,B+,3,0,2,0,Si,Ocasional,No,2,Media,Bueno
5.63,C+,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C+,D-,C-,1,0,3,0,Si,Nunca,Si,3,Media,Bueno
6.81,B-,18,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,B-,D-,B-,1,0,3,0,No,Ocasional,Si,3,Media,Bueno
6.78,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,D+,C-,B+,3,0,1,0,No,Diario,Si,0,Baja,MuyBajo
5.84,C+,15,Masculino,Noveno,2022-2023,7,0,1,C+,B+,C+,2,0,0,0,No,Diario,No,2,Baja,Bueno
6.09,C+,15,Femenino,Noveno,2023-2024,5,0,0,C-,A-,B-,2,0,0,0,No,Ocasional,Si,1,Media,Bueno
6.31,C+,16,Femenino,Decimo,2023-2024,7,96,0,B+,C-,B+,1,1,3,68,Si,Nunca,Si,1,Media,Bajo
6.96,B-,14,Masculino,Noveno,2023-2024,5,58,0,B+,B-,B+,3,3,1,82,Si,Diario,Si,1,Media,Bajo
7.17,B-,13,Femenino,Octavo,2022-2023,6,68,0,C+,C+,C+,2,1,1,79,Si,Nunca,Si,0,Baja,Bajo
6.41,C+,13,Femenino,Octavo,2023-2024,5,0,0,D-,B+,C-,2,0,3,0,No,Diario,No,0,Baja,Variable
4.69,C-,13,Femenino,Octavo,2023-2024,5,0,2,C-,B-,B+,0,0,2,0,No,Diario,Si,1,Media,Bajo
6.58,B-,15,Femenino,Noveno,2022-2023,7,87,0,C+,C+,C+,3,3,1,73,No,Diario,Si,0,Media,Bueno
6.69,B-,13,Femenino,Octavo,2022-2023,5,0,0,B-,A-,C-,2,0,1,0,No,Diario,No,2,Media,Bajo
6.86,B-,15,Femenino,Noveno,2022-2023,6,0,1,A-,C+,B-,3,0,2,0,No,Ocasional,Si,2,Media,Bueno
6.12,C+,16,Femenino,Decimo,2023-2024,7,0,0,B-,C-,B-,0,0,0,0,No,Diario,No,0,Media,Bueno
5.28,C-,14,Femenino,Noveno,2022-2023,7,81,0,B-,C-,C+,0,1,1,65,Si,Diario,Si,2,Media,Variable
6.71,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B+,B-,C+,3,0,4,0,Si,Ocasional,No,3,Media,Bajo
7.02,B-,14,Femenino,Noveno,2022-2023,6,0,1,B-,B+,C+,3,0,0,0,Si,Nunca,Si,2,Media,Variable
6.75,B-,15,Femenino,Decimo,2022-2023,8,67,1,C+,B+,B+,0,3,3,73,Si,Diario,No,0,Media,Bajo
7.52,B+,13,Masculino,Octavo,2022-2023,5,0,0,B+,B+,C+,3,0,2,0,No,Diario,Si,0,Baja,Bajo
7.21,B-,19,Masculino,Tercero de Bachillerato,2023-2024,11,72,0,C+,C+,C-,2,2,0,67,No,Ocasional,No,1,Media,Bajo
7.55,B+,13,Femenino,Octavo,2022-2023,5,0,0,D+,B-,B+,1,0,4,0,Si,Diario,No,2,Media,Bueno
6.07,C+,15,Femenino,Decimo,2023-2024,6,0,0,C+,C-,C-,2,0,1,0,No,Ocasional,Si,0,Media,Bajo
7.8,B+,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,1,B+,D+,A-,1,0,1,0,Si,Nunca,No,3,Alta,Bajo
7.17,B-,14,Femenino,Octavo,2022-2023,5,64,2,B-,C+,B+,2,1,0,100,No,Diario,Si,2,Baja,Bajo
5.89,C+,13,Femenino,Octavo,2022-2023,5,58,0,C-,C-,C+,2,1,0,57,No,Ocasional,No,2,Media,Bajo
6.77,B-,14,Femenino,Noveno,2022-2023,6,0,1,B+,B+,D+,2,0,4,0,No,Ocasional,Si,0,Media,Bueno
6.82,B-,13,Femenino,Octavo,2022-2023,5,0,0,B+,B-,B+,1,0,0,0,No,Ocasional,Si,1,Media,Bajo
5.41,C-,14,Femenino,Noveno,2023-2024,6,0,0,B+,C+,D-,0,0,0,0,Si,Diario,Si,2,Media,Bueno
7.53,B+,15,Masculino,Decimo,2023-2024,7,99,0,C+,A-,B-,3,3,3,87,Si,Diario,Si,0,Media,Bueno
5.01,C-,16,Masculino,Decimo,2022-2023,7,0,1,B-,D+,D+,1,0,4,0,No,Nunca,Si,2,Media,Bajo
6.61,B-,14,Femenino,Noveno,2023-2024,6,91,2,A-,B+,B-,0,1,3,80,Si,Diario,No,1,Baja,Bueno
7.7,B+,16,Femenino,Decimo,2022-2023,7,0,1,A+,C-,C-,3,0,3,0,Si,Nunca,Si,2,Alta,Bueno
6.85,B-,14,Femenino,Noveno,2023-2024,5,0,0,D-,D-,B-,2,0,1,0,Si,Nunca,No,2,Media,Bajo
5.41,C-,15,Femenino,Decimo,2023-2024,6,67,1,B-,C+,D-,2,2,2,88,Si,Nunca,Si,2,Alta,Bajo
7.15,B-,15,Femenino,Decimo,2022-2023,8,0,1,B+,C-,A+,0,0,0,0,No,Ocasional,No,2,Media,Bajo
5.47,C-,15,Femenino,Noveno,2022-2023,6,0,0,D-,B+,C+,3,0,1,0,Si,Diario,Si,1,Media,Bajo
6.58,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,1,C-,B+,B-,4,0,3,0,No,Diario,No,2,Media,Bueno
5.08,C-,15,Femenino,Noveno,2023-2024,5,0,0,C-,E+,D+,2,0,2,0,Si,Ocasional,Si,1,Alta,Bajo
5.18,C-,14,Femenino,Octavo,2022-2023,6,0,1,B-,E+,B+,2,0,3,0,Si,Diario,Si,0,Media,Sobresaliente
6.99,B-,14,Masculino,Noveno,2023-2024,5,55,1,B-,B+,D+,1,2,2,56,Si,Nunca,Si,2,Alta,Bajo
6.97,B-,14,Femenino,Noveno,2022-2023,6,0,0,B-,A-,B-,2,0,0,0,Si,Ocasional,Si,2,Media,Bajo
3.52,D+,15,Femenino,Decimo,2023-2024,7,92,0,E-,C-,D+,3,3,4,53,Si,Diario,No,1,Baja,Bajo
5.33,C-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,1,B+,B+,D-,1,0,4,0,No,Ocasional,Si,2,Media,Bajo
7.4,B-,15,Masculino,Decimo,2022-2023,7,92,0,B+,B+,B+,4,1,4,56,No,Diario,No,1,Media,Bajo
6.82,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,1,B+,C-,C+,3,0,1,0,Si,Nunca,Si,2,Alta,Bajo
6.3,C+,16,Masculino,Primero de Bachillerato,2023-2024,9,0,0,B-,B-,A-,2,0,2,0,No,Diario,Si,2,Media,Bueno
5.24,C-,14,Femenino,Noveno,2023-2024,5,67,0,E-,C+,C-,2,2,1,72,No,Diario,Si,0,Media,Bajo
5.93,C+,14,Femenino,Noveno,2023-2024,6,0,0,A+,A-,C+,0,0,0,0,No,Diario,Si,0,Baja,Bajo
6.21,C+,13,Femenino,Octavo,2023-2024,4,74,0,B-,C-,C-,3,2,2,71,No,Diario,Si,0,Media,Bajo
7.35,B-,14,Femenino,Noveno,2022-2023,7,99,0,B+,C-,B-,0,1,4,59,No,Nunca,Si,0,Alta,Bueno
5.54,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,E+,B-,A+,3,0,3,0,No,Ocasional,No,1,Baja,Bueno
5.08,C-,13,Femenino,Octavo,2022-2023,6,0,1,B+,D-,B-,3,0,1,0,Si,Diario,Si,1,Media,Bajo
5.85,C+,15,Femenino,Noveno,2022-2023,6,0,1,C+,C-,D+,2,0,0,0,No,Diario,Si,1,Media,Bueno
6.25,C+,14,Femenino,Noveno,2022-2023,7,83,2,C+,B-,B+,2,1,4,64,Si,Diario,No,1,Baja,Bueno
7.0,B-,13,Femenino,Octavo,2023-2024,4,0,0,D+,C+,B-,1,0,1,0,No,Nunca,No,1,Media,Bajo
6.73,B-,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,1,B+,C-,C+,3,0,0,0,Si,Nunca,Si,2,Media,MuyBajo
5.26,C-,15,Masculino,Decimo,2023-2024,7,0,0,D-,B-,C-,4,0,1,0,Si,Nunca,Si,0,Media,Bajo
6.51,B-,13,Masculino,Octavo,2023-2024,6,0,1,C+,B+,B-,2,0,4,0,No,Ocasional,Si,2,Media,Bajo
5.58,C+,14,Masculino,Octavo,2022-2023,6,54,0,C-,B-,C-,4,3,0,52,Si,Ocasional,No,1,Media,Bueno
6.43,C+,15,Femenino,Decimo,2023-2024,6,0,0,C+,B+,E+,2,0,3,0,Si,Diario,Si,2,Alta,Bajo
5.61,C+,14,Femenino,Octavo,2022-2023,6,95,1,C+,C-,B-,3,2,0,57,Si,Ocasional,Si,1,Media,Bajo
6.7,B-,13,Femenino,Octavo,2022-2023,5,0,1,B-,A-,B+,3,0,2,0,No,Diario,Si,2,Media,Bajo
6.16,C+,15,Femenino,Decimo,2023-2024,7,0,0,B-,C+,C-,0,0,3,0,Si,Nunca,Si,0,Media,Bueno
7.76,B+,15,Femenino,Noveno,2023-2024,6,83,0,B-,C+,C+,0,2,2,69,Si,Diario,Si,2,Media,Bueno
6.18,C+,16,Femenino,Primero de Bachillerato,2023-2024,8,0,0,A+,E-,C+,2,0,4,0,No,Diario,No,0,Media,Bueno
5.48,C-,14,Femenino,Octavo,2022-2023,5,0,0,B-,B+,C-,1,0,2,0,Si,Ocasional,Si,1,Media,Bajo
6.67,B-,17,Masculino,Primero de Bachillerato,2023-2024,9,59,1,B-,D-,A-,3,1,1,59,No,Ocasional,Si,1,Media,Bajo
5.57,C+,16,Masculino,Primero de Bachillerato,2022-2023,10,0,0,C+,E+,B+,3,0,0,0,Si,Nunca,Si,2,Alta,Bajo
6.41,C+,16,Femenino,Primero de Bachillerato,2022-2023,9,0,2,B-,A-,B-,4,0,4,0,Si,Diario,No,2,Media,Bueno
7.56,B+,14,Femenino,Noveno,2022-2023,7,90,0,C-,C+,C-,2,1,3,78,Si,Diario,Si,0,Media,Bajo
5.26,C-,14,Masculino,Noveno,2023-2024,7,69,0,D+,D+,B-,3,3,4,53,Si,Diario,Si,1,Media,Bueno
7.63,B+,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B+,C+,A-,4,0,0,0,Si,Nunca,No,1,Media,Bueno
6.92,B-,13,Femenino,Octavo,2022-2023,6,68,0,C+,B-,D+,0,3,4,55,No,Ocasional,No,2,Media,Bajo
5.55,C+,14,Femenino,Octavo,2023-2024,5,79,2,B+,B-,C-,0,2,1,86,Si,Ocasional,Si,2,Alta,Bueno
7.58,B+,15,Femenino,Decimo,2023-2024,7,82,0,B+,C-,C+,1,1,2,78,No,Ocasional,Si,0,Media,Bajo
6.37,C+,16,Masculino,Decimo,2023-2024,6,82,0,D-,B-,B-,2,1,3,65,Si,Diario,Si,2,Alta,Bueno
5.66,C+,13,Femenino,Octavo,2022-2023,5,0,0,C+,D+,C+,2,0,2,0,Si,Diario,Si,1,Media,Sobresaliente
6.23,C+,14,Femenino,Noveno,2022-2023,7,0,0,D+,C+,C-,2,0,4,0,No,Nunca,Si,2,Media,Bajo
5.85,C+,13,Femenino,Octavo,2023-2024,5,0,0,B+,B-,A-,0,0,0,0,No,Ocasional,Si,1,Media,Bueno
7.45,B-,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,A+,B+,C+,3,0,4,0,No,Nunca,Si,1,Alta,Bueno
5.03,C-,14,Femenino,Noveno,2022-2023,7,0,0,E-,B+,B-,0,0,1,0,Si,Nunca,Si,2,Alta,Bajo
6.62,B-,14,Femenino,Noveno,2022-2023,7,0,0,C+,B+,B+,3,0,4,0,No,Ocasional,No,0,Media,Bueno
6.93,B-,14,Femenino,Octavo,2022-2023,5,0,1,B+,C-,B+,2,0,3,0,Si,Ocasional,Si,2,Media,Bajo
6.7,B-,14,Masculino,Octavo,2022-2023,6,58,0,C-,C+,A-,1,3,4,92,No,Diario,Si,1,Media,Bajo
6.56,B-,15,Femenino,Decimo,2022-2023,7,0,0,C+,C-,B-,2,0,1,0,Si,Ocasional,Si,1,Media,Bajo
6.49,C+,14,Femenino,Noveno,2023-2024,6,99,0,D-,B-,B+,3,1,1,64,No,Nunca,Si,0,Media,Bueno
6.19,C+,15,Masculino,Decimo,2023-2024,7,100,0,D+,B+,B-,1,3,4,99,No,Ocasional,Si,2,Media,Bajo
6.24,C+,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C+,C+,B-,2,0,3,0,Si,Diario,Si,3,Baja,Bajo
7.01,B-,15,Femenino,Decimo,2023-2024,6,0,1,A-,C+,C+,1,0,4,0,Si,Diario,Si,2,Media,Bajo
9.41,A-,15,Femenino,Decimo,2022-2023,8,0,0,A-,C-,B-,0,0,2,0,No,Ocasional,Si,1,Baja,Bueno
5.78,C+,16,Femenino,Decimo,2023-2024,6,78,1,A+,D-,E-,2,3,1,100,No,Diario,Si,1,Media,Bajo
7.07,B-,15,Femenino,Noveno,2022-2023,6,0,0,B-,B+,A-,2,0,1,0,No,Ocasional,Si,1,Media,Variable
7.93,B+,16,Femenino,Primero de Bachillerato,2023-2024,8,0,0,B+,C+,C+,4,0,3,0,Si,Diario,Si,1,Media,Sobresaliente
7.68,B+,14,Femenino,Octavo,2023-2024,5,60,0,B+,B+,B-,1,3,0,58,Si,Nunca,Si,1,Alta,Bajo
5.57,C+,14,Femenino,Octavo,2022-2023,6,73,1,D-,C+,A-,0,3,2,83,Si,Diario,Si,0,Media,Bajo
7.76,B+,17,Masculino,Segundo de Bachillerato,2023-2024,8,0,0,B+,B+,C+,4,0,4,0,Si,Nunca,Si,2,Media,MuyBajo
5.64,C+,15,Masculino,Decimo,2023-2024,7,55,0,B-,A+,B+,2,2,3,72,No,Ocasional,No,0,Media,Bajo
5.99,C+,13,Femenino,Octavo,2022-2023,6,82,1,B-,C+,D-,2,1,2,74,Si,Ocasional,No,0,Media,Bueno
6.36,C+,14,Femenino,Noveno,2023-2024,5,0,0,B-,C-,C+,2,0,2,0,No,Nunca,Si,0,Media,Bueno
5.37,C-,14,Masculino,Noveno,2023-2024,5,52,2,C+,B+,B-,3,2,3,94,Si,Nunca,No,0,Media,Bajo
5.67,C+,14,Femenino,Noveno,2022-2023,6,55,0,C+,B-,C+,0,2,4,63,No,Diario,Si,0,Media,Bajo
5.12,C-,14,Femenino,Octavo,2023-2024,5,57,1,B-,C+,B+,2,1,0,69,Si,Ocasional,Si,0,Media,Bueno
6.72,B-,15,Masculino,Decimo,2023-2024,7,90,0,C+,C+,B-,4,1,4,57,No,Diario,Si,1,Media,Bajo
7.99,B+,18,Femenino,Segundo de Bachillerato,2023-2024,8,0,1,C+,D+,B+,2,0,1,0,Si,Diario,Si,3,Baja,Bajo
7.33,B-,13,Femenino,Octavo,2022-2023,6,50,0,B-,B-,C-,2,1,1,86,No,Ocasional,No,1,Media,Bajo
4.66,C-,14,Masculino,Octavo,2023-2024,6,0,1,D-,C+,E-,1,0,2,0,Si,Nunca,Si,2,Media,Bajo
5.76,C+,13,Masculino,Octavo,2023-2024,6,84,0,C-,C-,B-,1,2,3,80,Si,Nunca,Si,0,Media,Bueno
7.94,B+,16,Femenino,Primero de Bachillerato,2023-2024,8,0,0,C+,B+,C-,1,0,0,0,Si,Ocasional,Si,1,Media,Sobresaliente
4.16,D+,14,Masculino,Noveno,2022-2023,6,0,2,C-,B-,D+,1,0,2,0,Si,Nunca,Si,2,Media,Bueno
5.52,C+,14,Masculino,Noveno,2022-2023,6,0,1,B-,D+,D+,3,0,2,0,No,Diario,Si,2,Media,Bajo
6.76,B-,16,Femenino,Decimo,2023-2024,6,99,1,B+,D+,D-,3,3,1,80,No,Ocasional,No,2,Media,Bajo
6.15,C+,16,Femenino,Primero de Bachillerato,2022-2023,8,95,1,D+,B+,B+,4,1,0,68,No,Ocasional,No,0,Media,Bueno
5.77,C+,13,Femenino,Octavo,2023-2024,4,70,0,C-,C-,C-,2,3,3,75,No,Ocasional,Si,2,Media,Bueno
6.06,C+,15,Femenino,Decimo,2022-2023,7,98,0,C+,E+,C+,1,2,2,72,Si,Nunca,Si,0,Media,Bueno
7.33,B-,14,Masculino,Noveno,2023-2024,5,73,0,B-,C+,D+,4,2,3,97,No,Diario,No,1,Media,Bajo
4.98,C-,15,Masculino,Decimo,2023-2024,6,81,1,C-,B+,C+,4,2,0,83,Si,Diario,No,1,Media,Bajo
7.04,B-,15,Femenino,Noveno,2023-2024,6,0,0,B+,B-,A+,0,0,4,0,No,Ocasional,Si,1,Media,MuyBajo
7.22,B-,15,Masculino,Decimo,2023-2024,8,0,0,B-,B-,C+,3,0,0,0,Si,Diario,No,1,Media,Bajo
5.63,C+,15,Femenino,Decimo,2023-2024,7,0,0,B-,C-,E-,2,0,3,0,No,Ocasional,Si,1,Baja,Bueno
6.28,C+,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B+,B-,C-,2,0,3,0,No,Diario,Si,2,Media,Bajo
5.57,C+,15,Masculino,Decimo,2022-2023,8,52,1,B-,D+,B-,3,3,0,77,No,Diario,Si,1,Media,Bajo
6.66,B-,13,Femenino,Octavo,2023-2024,5,0,0,D+,A-,B+,2,0,1,0,No,Diario,No,2,Media,Bueno
5.25,C-,13,Femenino,Octavo,2023-2024,4,88,2,D+,C-,B+,3,1,1,58,Si,Ocasional,Si,0,Media,Variable
6.06,C+,16,Masculino,Decimo,2022-2023,8,73,1,C+,C-,B+,4,3,1,52,Si,Ocasional,Si,2,Media,Bajo
5.91,C+,18,Femenino,Segundo de Bachillerato,2022-2023,10,0,2,C-,B-,B-,3,0,3,0,Si,Diario,No,2,Media,Bajo
6.36,C+,15,Femenino,Decimo,2023-2024,6,0,0,B-,C+,B+,2,0,2,0,Si,Ocasional,Si,1,Alta,Bajo
6.29,C+,16,Femenino,Decimo,2023-2024,7,65,0,C-,B-,B+,0,1,3,97,No,Ocasional,Si,0,Media,Bueno
6.95,B-,15,Femenino,Noveno,2022-2023,7,85,0,B+,A-,B-,0,2,3,99,No,Diario,Si,1,Media,Bajo
6.38,C+,18,Masculino,Tercero de Bachillerato,2022-2023,12,68,1,C+,C+,B+,5,1,0,57,No,Ocasional,Si,1,Media,Bajo
7.39,B-,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,0,B-,B+,B+,4,0,2,0,No,Ocasional,Si,1,Media,Bueno
7.13,B-,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C-,B-,B-,1,0,4,0,No,Ocasional,No,3,Media,Bueno
7.18,B-,14,Femenino,Noveno,2022-2023,7,60,0,B-,C-,C+,1,2,0,82,No,Ocasional,Si,0,Media,Bueno
5.81,C+,18,Masculino,Tercero de Bachillerato,2023-2024,9,0,0,C+,D+,C-,3,0,0,0,No,Diario,Si,2,Baja,Bajo
7.52,B+,18,Masculino,Tercero de Bachillerato,2022-2023,12,0,0,C-,B+,C+,4,0,4,0,No,Nunca,Si,2,Media,Bueno
4.92,C-,13,Femenino,Octavo,2022-2023,5,0,0,D+,B-,B-,0,0,3,0,Si,Ocasional,No,1,Baja,Bajo
6.9,B-,14,Femenino,Octavo,2023-2024,5,0,0,A-,B+,B-,3,0,4,0,No,Ocasional,Si,1,Media,Bueno
7.08,B-,15,Masculino,Decimo,2022-2023,7,0,0,B+,C+,B-,3,0,0,0,No,Ocasional,No,2,Media,Bajo
8.01,B+,13,Femenino,Octavo,2023-2024,5,93,0,B-,C+,C+,2,1,4,99,No,Diario,Si,2,Media,Bueno
6.25,C+,15,Femenino,Decimo,2022-2023,7,0,0,C-,B-,A+,3,0,0,0,No,Nunca,Si,2,Baja,Variable
6.68,B-,14,Femenino,Noveno,2022-2023,6,69,1,B-,B+,B-,1,1,1,70,Si,Ocasional,Si,2,Baja,Bajo
5.51,C+,15,Masculino,Decimo,2022-2023,9,0,1,A-,B+,B-,3,0,2,0,Si,Nunca,Si,0,Alta,MuyBajo
6.64,B-,15,Femenino,Decimo,2022-2023,8,0,0,C-,A-,E+,1,0,2,0,No,Ocasional,No,2,Media,Bajo
5.39,C-,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,D+,B-,C+,2,0,4,0,Si,Ocasional,No,2,Media,Variable
6.42,C+,13,Femenino,Octavo,2022-2023,5,0,1,C+,A-,D-,2,0,0,0,Si,Diario,No,2,Baja,Bajo
5.68,C+,15,Femenino,Decimo,2022-2023,7,52,2,C+,C-,B-,2,3,3,63,No,Ocasional,Si,2,Media,Bajo
7.51,B+,15,Masculino,Noveno,2022-2023,8,51,0,B+,B+,C-,4,3,2,84,No,Diario,Si,1,Media,Sobresaliente
5.16,C-,14,Masculino,Noveno,2023-2024,5,0,0,C-,D-,D-,4,0,3,0,Si,Nunca,Si,1,Media,Bueno
6.82,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,1,B-,A-,B-,2,0,3,0,No,Ocasional,No,1,Media,Bueno
6.73,B-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B-,C-,C+,2,0,4,0,No,Diario,Si,1,Baja,Bajo
5.93,C+,13,Femenino,Octavo,2022-2023,6,0,0,B+,D+,C+,2,0,2,0,Si,Ocasional,Si,2,Media,MuyBajo
5.7,C+,13,Femenino,Octavo,2022-2023,5,0,0,C-,D+,C+,2,0,4,0,No,Diario,No,2,Baja,Bajo
6.67,B-,15,Femenino,Decimo,2022-2023,8,65,0,B-,C+,D+,3,1,1,67,No,Diario,Si,1,Baja,Bajo
7.1,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,0,B-,C-,B+,1,0,3,0,Si,Nunca,Si,1,Media,Bajo
5.86,C+,14,Femenino,Octavo,2023-2024,5,65,2,A-,A-,C-,1,2,2,86,Si,Diario,Si,2,Media,Bueno
6.17,C+,14,Femenino,Noveno,2022-2023,6,0,1,B-,D+,C+,3,0,3,0,Si,Nunca,No,2,Media,MuyBajo
6.91,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B+,D-,C+,4,0,0,0,Si,Ocasional,No,1,Media,Bajo
5.03,C-,14,Masculino,Noveno,2023-2024,7,79,0,E+,B-,D-,2,1,0,87,No,Nunca,Si,1,Media,Bajo
4.73,C-,13,Femenino,Octavo,2022-2023,6,0,0,B-,B+,C+,3,0,3,0,No,Diario,No,2,Baja,Bajo
6.6,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,0,C+,C+,E-,1,0,1,0,Si,Ocasional,Si,1,Media,Bajo
7.03,B-,14,Femenino,Noveno,2023-2024,6,98,0,C-,B-,B+,3,2,0,52,No,Diario,Si,1,Media,Bueno
8.01,B+,16,Femenino,Decimo,2023-2024,6,73,1,C-,C+,B-,2,1,3,74,Si,Ocasional,No,2,Media,Bajo
6.18,C+,19,Femenino,Tercero de Bachillerato,2022-2023,11,0,2,B-,B-,C+,1,0,0,0,Si,Ocasional,Si,1,Media,Bueno
5.25,C-,14,Femenino,Noveno,2022-2023,7,0,2,B-,B-,C+,2,0,2,0,Si,Ocasional,No,2,Media,Bajo
7.87,B+,15,Masculino,Decimo,2022-2023,7,88,0,A+,C-,C-,4,3,0,52,Si,Diario,No,0,Media,Bueno
4.78,C-,13,Masculino,Octavo,2022-2023,7,0,1,B-,B+,B-,3,0,4,0,No,Nunca,Si,1,Media,Bajo
7.19,B-,13,Femenino,Octavo,2023-2024,4,88,1,C+,B-,B-,1,2,1,89,No,Diario,Si,1,Media,Bueno
5.31,C-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,1,B+,E-,C+,3,0,4,0,No,Diario,No,2,Media,Bueno
5.54,C+,15,Femenino,Noveno,2022-2023,7,95,0,C+,C+,A-,2,2,2,51,Si,Ocasional,Si,1,Media,Bueno
6.13,C+,14,Femenino,Octavo,2023-2024,4,76,0,C-,C-,C-,2,3,0,94,No,Ocasional,No,2,Baja,Bueno
4.83,C-,15,Femenino,Noveno,2022-2023,7,0,0,C+,B-,B+,2,0,4,0,No,Diario,Si,2,Media,MuyBajo
8.81,A-,17,Femenino,Primero de Bachillerato,2023-2024,7,0,0,B+,A-,B+,1,0,3,0,Si,Nunca,Si,2,Media,MuyBajo
6.34,C+,13,Femenino,Octavo,2023-2024,5,0,0,B+,E-,B+,1,0,1,0,Si,Ocasional,No,2,Media,Bueno
7.06,B-,15,Masculino,Decimo,2023-2024,8,94,0,C-,B-,C-,1,1,2,51,Si,Diario,No,1,Baja,Bajo
6.82,B-,14,Femenino,Noveno,2023-2024,5,0,0,B-,B-,C+,3,0,1,0,Si,Ocasional,Si,2,Alta,Sobresaliente
5.97,C+,16,Femenino,Primero de Bachillerato,2023-2024,8,0,0,C-,C+,B+,1,0,1,0,No,Nunca,Si,2,Media,Bajo
6.05,C+,14,Masculino,Octavo,2023-2024,4,85,0,B-,C-,B-,3,3,3,80,Si,Ocasional,No,2,Baja,Bueno
6.04,C+,15,Masculino,Decimo,2023-2024,6,0,0,B-,C-,B-,4,0,2,0,Si,Diario,Si,2,Alta,MuyBajo
6.64,B-,16,Femenino,Decimo,2023-2024,7,0,0,C+,B+,D+,2,0,3,0,No,Diario,Si,2,Media,Bajo
7.24,B-,15,Femenino,Decimo,2023-2024,6,0,1,C+,B-,B-,2,0,2,0,Si,Nunca,Si,2,Alta,Bueno
6.54,B-,13,Masculino,Octavo,2022-2023,6,99,0,C+,C-,D+,3,3,3,63,No,Diario,Si,2,Baja,Bajo
7.64,B+,14,Femenino,Noveno,2022-2023,7,0,0,C+,B-,B+,2,0,2,0,No,Ocasional,Si,2,Baja,Bajo
6.44,C+,13,Femenino,Octavo,2023-2024,4,86,1,B+,B-,B-,3,2,2,72,Si,Diario,Si,0,Media,Variable
5.94,C+,13,Femenino,Octavo,2022-2023,6,0,1,C+,B-,C+,0,0,3,0,No,Ocasional,Si,1,Media,Variable
6.6,B-,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C+,C+,E+,4,0,1,0,No,Diario,No,1,Baja,Sobresaliente
5.3,C-,16,Femenino,Decimo,2022-2023,8,0,1,D-,D-,B+,2,0,0,0,No,Diario,Si,0,Media,Bajo
6.08,C+,16,Femenino,Decimo,2023-2024,6,0,0,C+,B-,B+,1,0,4,0,Si,Ocasional,Si,0,Media,Bueno
5.3,C-,13,Femenino,Octavo,2023-2024,4,0,0,E+,C+,D+,0,0,3,0,No,Diario,No,0,Baja,Bajo
5.3,C-,13,Masculino,Octavo,2022-2023,7,0,0,B-,A-,E-,4,0,1,0,Si,Diario,No,0,Media,Bueno
6.23,C+,13,Masculino,Octavo,2023-2024,6,60,1,C-,B-,C-,4,3,1,80,No,Ocasional,Si,1,Baja,Bajo
6.16,C+,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,1,D+,C+,B-,3,0,0,0,No,Diario,Si,3,Baja,Bajo
6.48,C+,14,Femenino,Noveno,2023-2024,5,84,1,B-,D+,C-,0,1,0,76,Si,Diario,Si,0,Media,Sobresaliente
4.97,C-,13,Femenino,Octavo,2022-2023,6,61,1,C-,B+,C+,2,1,4,50,Si,Ocasional,No,1,Media,Bajo
5.61,C+,15,Femenino,Noveno,2022-2023,6,0,0,B-,E-,B-,2,0,3,0,No,Nunca,Si,1,Media,Bueno
5.16,C-,15,Femenino,Noveno,2022-2023,7,0,2,D-,B-,C+,1,0,3,0,No,Diario,Si,2,Media,Bajo
5.49,C-,13,Femenino,Octavo,2022-2023,5,0,1,C+,B-,A-,0,0,1,0,No,Diario,Si,1,Media,Variable
